Bot1,Bot2,Bot3,Bot4,Bot5,fBlood,fT,fD,fB,TK,DK,BK,Win
517,20,164,86,18,1,0,0,0,0,0,0,no
114,24,13,222,412,0,1,1,0,8,2,0,yes
117,203,157,518,67,0,0,0,0,1,0,0,no
120,421,25,517,81,1,1,1,0,3,2,0,yes
145,517,127,143,64,0,0,0,0,2,0,0,no
101,121,51,10,412,1,1,1,1,2,2,1,yes
3,145,10,59,84,0,0,0,0,1,0,0,no
126,61,201,60,21,1,1,1,1,11,3,1,yes
30,67,25,2,10,0,0,0,0,3,2,0,yes
145,64,16,517,112,1,1,1,0,1,1,0,no
11,92,145,3,143,0,1,1,1,10,3,1,yes
203,81,10,16,163,1,0,0,0,0,0,0,no
29,201,50,13,421,0,0,0,0,1,0,0,no
39,56,3,145,92,1,1,1,1,11,3,1,yes
64,134,8,43,236,1,1,1,0,6,2,0,yes
22,117,266,13,421,0,0,0,0,1,0,0,no
157,163,64,516,12,0,0,0,0,1,0,0,no
142,201,236,421,58,1,1,1,1,9,3,1,yes
2,163,421,12,498,1,1,0,1,9,3,1,yes
105,22,3,58,203,0,0,1,0,3,2,0,no
58,142,12,18,120,0,1,0,0,11,2,0,yes
40,92,203,429,84,1,0,1,1,3,2,2,no
421,51,10,86,25,0,0,0,0,1,0,0,no
91,13,59,236,16,1,1,1,1,5,3,1,yes
517,4,81,58,9,0,0,0,0,1,0,0,no
236,64,13,555,38,1,1,1,0,3,1,0,yes
13,236,3,59,8,1,1,1,1,10,4,2,yes
25,67,43,145,64,0,0,0,0,4,1,0,no
64,555,163,67,10,1,1,1,1,8,3,1,yes
81,223,91,2,79,0,0,0,0,1,2,0,no
30,15,412,91,58,0,1,0,0,5,1,1,no
84,13,64,267,81,1,0,1,1,11,4,1,yes
72,112,101,114,81,0,0,1,0,2,1,0,no
60,429,67,412,518,1,1,0,1,11,3,2,yes
145,25,114,30,3,1,1,0,1,9,1,2,yes
13,236,203,8,412,0,0,1,0,4,4,1,no
61,236,3,60,67,1,1,1,0,7,1,0,yes
2,421,555,157,81,0,0,0,0,0,0,0,no
60,15,91,10,163,1,1,1,1,8,3,1,yes
7,64,432,8,145,0,0,0,0,1,0,0,no
99,58,134,120,29,1,1,0,0,7,0,0,yes
39,64,517,432,145,0,0,1,0,0,1,0,no
203,518,8,78,202,0,0,0,0,4,1,1,yes
81,105,120,76,12,1,1,1,1,5,3,1,no
119,412,254,67,91,1,0,1,0,2,1,0,no
16,55,163,92,64,0,1,0,1,7,1,1,yes
119,412,92,517,8,1,1,0,0,6,0,0,yes
26,28,67,163,81,0,0,0,0,0,0,0,no
61,92,24,145,26,1,0,0,0,7,1,0,yes
517,58,53,81,20,0,1,1,1,4,2,2,no
58,203,8,412,81,0,1,0,0,2,0,0,no
145,517,3,67,59,1,0,1,1,7,3,1,yes
21,58,60,61,555,0,1,0,0,6,1,0,yes
67,157,421,84,99,1,0,1,0,2,1,0,no
9,76,127,67,58,0,0,1,1,6,1,1,no
421,98,42,145,3,1,1,0,0,8,4,1,yes
429,117,39,12,64,1,1,0,0,8,2,0,yes
67,412,236,5,74,0,0,1,1,1,1,1,no
64,84,67,25,51,0,1,1,1,11,3,1,yes
81,163,13,104,201,1,0,0,0,0,0,0,no
421,18,107,555,8,1,1,1,1,7,2,1,yes
24,518,119,99,163,0,0,0,0,4,1,0,no
107,11,142,201,81,0,0,0,0,0,1,0,no
67,64,429,99,39,1,1,1,0,10,2,0,yes
163,16,107,28,145,0,0,1,0,3,1,0,no
39,117,120,60,67,1,1,0,1,9,2,2,yes
203,412,236,517,39,1,0,1,0,1,1,0,no
67,16,81,64,74,0,1,0,1,5,2,1,yes
254,157,67,145,37,1,0,1,1,8,2,1,yes
131,518,236,80,117,0,1,0,0,6,1,0,no
39,64,13,30,25,1,0,1,0,3,1,0,no
28,53,238,145,92,0,1,0,1,10,3,1,yes
117,38,113,85,145,0,0,1,0,2,1,0,no
16,67,39,64,120,1,1,0,1,10,2,1,yes
99,4,59,429,67,1,1,0,1,9,1,1,yes
25,68,117,51,164,0,0,1,0,1,1,0,no
236,267,58,13,104,0,0,0,0,4,1,0,no
517,85,18,64,26,1,1,1,1,7,2,1,yes
78,6,145,142,412,1,1,0,0,3,0,0,no
134,30,58,67,79,0,0,1,1,6,3,1,yes
238,3,67,126,60,1,1,1,0,7,2,0,yes
90,111,163,58,222,0,0,0,0,0,0,0,no
64,58,127,67,53,0,1,1,0,4,1,0,no
126,145,6,555,13,1,0,0,1,8,2,1,yes
236,517,5,13,25,0,0,0,0,1,0,0,no
136,67,16,59,8,1,1,1,1,5,2,1,yes
25,163,51,266,8,0,0,0,0,0,0,0,no
58,145,4,3,60,1,1,0,0,7,0,0,yes
68,117,67,86,58,1,1,1,0,7,1,0,yes
122,429,91,60,412,0,0,0,0,1,0,0,no
92,121,16,43,67,0,1,1,0,1,1,0,no
30,238,236,13,267,1,0,0,1,5,1,1,yes
59,142,145,86,3,1,1,1,0,10,2,0,yes
2,58,42,25,498,0,0,0,0,1,0,0,no
76,3,236,30,266,1,1,0,0,5,0,0,yes
60,39,58,145,412,0,0,0,0,0,0,0,no
25,136,58,60,22,1,1,0,0,8,0,0,yes
84,13,59,119,412,0,0,1,0,1,2,0,no
6,127,8,99,429,0,0,0,0,5,1,0,no
26,92,145,20,412,1,1,1,1,7,5,2,yes
145,517,121,55,58,1,0,1,0,3,1,0,yes
238,421,27,78,39,0,1,0,0,1,1,0,no
555,236,2,421,58,0,1,1,1,11,4,2,yes
157,16,67,112,30,1,0,0,0,0,0,0,no
79,203,8,112,236,0,0,1,0,6,3,0,yes
25,412,145,58,29,1,1,0,0,1,0,0,no
163,6,58,12,145,1,1,0,0,4,1,0,no
92,421,67,40,25,0,0,1,0,2,2,0,yes
15,8,3,164,24,0,0,1,0,2,1,0,no
67,79,25,58,91,1,1,0,1,10,1,1,yes
58,429,3,127,203,1,1,1,0,11,1,0,yes
412,236,64,78,134,0,0,0,0,1,0,0,no
412,145,78,84,28,0,0,1,0,0,1,0,no
64,3,67,13,58,1,1,0,1,8,2,1,yes
39,3,7,64,518,0,0,0,0,2,0,0,no
412,22,59,58,4,1,1,1,0,9,3,0,yes
201,127,236,92,112,0,0,0,0,0,0,0,no
37,64,134,81,58,1,1,1,0,8,2,0,yes
58,12,127,67,64,0,1,1,0,11,1,0,yes
223,421,266,18,42,1,0,0,0,0,0,0,no
81,79,16,13,126,0,0,1,1,8,2,2,yes
58,43,145,55,59,1,1,0,0,4,2,0,no
91,555,85,145,163,0,1,0,0,5,0,0,no
236,30,58,121,412,1,0,1,1,8,3,1,yes
79,117,39,8,67,0,0,1,0,6,2,0,no
4,12,26,157,59,1,1,0,1,7,0,1,yes
21,60,16,127,126,1,1,0,1,9,0,1,yes
429,111,92,59,84,0,0,1,0,5,3,0,no
142,121,2,67,3,0,0,1,0,2,2,0,no
81,517,223,104,58,1,1,0,1,10,2,1,yes
64,67,142,58,16,1,0,1,0,9,3,0,yes
3,236,421,13,127,0,1,0,0,2,0,0,no
84,81,113,126,223,0,0,1,1,7,3,1,yes
64,267,236,105,58,1,1,0,0,3,1,0,no
24,111,145,113,163,1,1,1,0,5,1,1,no
92,84,236,43,16,0,0,0,1,9,2,1,yes
114,24,127,429,412,1,1,0,1,7,2,1,yes
63,421,145,111,58,0,0,1,0,2,1,0,no
60,43,23,67,517,0,1,1,0,2,1,0,no
421,58,7,18,555,1,0,0,0,8,1,0,yes
3,236,85,39,64,1,0,1,1,10,3,1,yes
145,58,92,12,517,0,1,0,0,2,0,0,no
67,50,28,107,3,1,0,1,1,7,2,2,yes
127,58,236,12,141,0,1,0,0,3,1,0,no
3,39,8,72,81,1,0,0,0,1,0,0,no
141,50,236,16,58,0,1,1,0,6,2,0,yes
58,3,145,121,50,0,0,0,0,2,1,0,no
67,104,78,13,126,1,1,1,1,9,3,1,yes
42,412,58,498,20,0,0,0,0,1,0,0,no
145,30,64,12,84,1,1,1,0,10,2,0,yes
64,7,126,412,145,0,0,0,0,3,0,0,no
429,3,92,421,134,1,1,1,1,9,2,1,yes
30,145,12,157,39,0,0,1,1,8,1,1,yes
80,84,236,58,79,1,1,0,0,5,1,0,no
64,25,2,127,236,1,1,1,0,9,1,0,yes
110,201,8,28,39,0,0,0,0,1,0,0,no
67,40,8,79,134,1,0,1,0,0,1,0,no
20,58,84,145,3,0,1,0,1,10,2,1,yes
517,555,81,76,58,1,1,1,0,11,2,0,yes
203,236,30,39,201,0,0,0,0,0,0,0,no
64,12,145,114,134,0,0,0,0,0,0,0,no
58,432,238,113,429,1,0,0,0,0,0,0,yes
60,429,105,58,3,1,1,0,0,8,2,0,no
67,12,78,30,157,0,0,1,1,9,4,3,yes
432,79,157,90,58,0,0,1,0,10,3,2,no
59,30,67,44,518,1,1,0,1,9,1,1,yes
2,142,18,44,114,0,1,1,1,11,2,1,yes
64,3,58,429,55,1,0,0,0,2,0,0,no
58,22,517,203,201,1,1,0,0,2,0,0,no
114,99,236,421,157,0,0,1,1,4,4,1,yes
81,60,58,145,517,0,1,0,0,7,0,0,no
15,99,79,157,92,1,0,1,1,3,2,1,yes
84,3,518,67,5,0,0,0,0,0,0,0,yes
16,421,92,21,163,0,0,0,0,0,0,0,no
122,64,145,412,127,0,1,0,0,4,0,0,no
20,67,3,92,245,1,0,1,1,8,4,2,yes
555,64,21,42,92,1,0,0,0,2,0,0,no
59,3,58,22,84,0,1,1,0,5,3,0,yes
12,67,126,59,7,1,1,0,0,4,0,0,yes
201,517,64,8,15,0,0,1,0,0,1,0,no
24,3,69,517,67,1,1,1,0,4,2,0,yes
432,64,131,58,8,0,0,0,0,1,1,0,no
92,141,145,9,8,0,0,0,0,1,1,0,no
412,81,64,58,38,1,1,1,0,9,2,0,yes
3,76,429,58,266,1,1,1,0,8,1,0,yes
64,145,12,13,84,0,0,0,0,0,0,0,no
92,64,25,81,517,1,1,1,0,2,1,0,yes
236,85,412,58,141,0,0,0,0,0,0,0,no
43,127,64,236,58,1,1,1,0,9,2,0,yes
266,238,143,30,222,0,0,0,0,1,0,0,no
41,16,421,236,142,0,0,0,0,2,0,0,no
59,145,127,3,58,1,1,1,1,10,3,1,yes
81,12,134,150,421,1,1,1,1,11,3,1,yes
18,13,161,64,25,0,0,0,0,3,1,0,no
72,40,236,58,157,0,1,0,0,3,0,0,no
12,10,142,64,429,1,0,1,1,9,3,1,yes
3,76,8,145,39,0,0,1,0,1,1,0,no
58,67,223,60,142,1,1,0,1,10,3,1,yes
127,16,67,64,13,0,1,1,0,6,1,0,yes
58,42,203,25,145,1,0,0,0,1,0,0,no
9,236,58,13,421,1,0,1,1,9,3,1,yes
5,122,412,67,127,0,1,0,0,5,1,0,no
64,145,127,126,3,1,0,1,1,8,4,1,yes
517,119,8,79,43,0,1,0,0,3,0,0,no
55,555,498,20,84,0,1,0,1,3,0,1,no
58,12,64,518,13,1,0,1,0,10,4,0,yes
203,58,127,16,15,1,0,0,0,4,0,0,no
14,497,518,13,498,0,1,1,1,3,1,1,yes
58,142,99,145,64,1,1,1,0,4,1,0,yes
421,268,3,81,126,0,0,0,0,0,0,0,no
54,145,111,113,238,1,1,1,0,10,2,0,yes
67,58,64,39,43,0,0,0,0,1,0,0,no
412,145,58,76,39,1,0,0,0,5,0,0,no
517,126,78,25,119,0,1,1,1,11,4,2,yes
12,163,39,157,429,1,0,0,0,7,4,0,no
58,30,98,517,81,0,1,1,1,8,1,2,yes
240,421,4,15,3,0,1,1,0,8,3,1,yes
58,429,103,76,412,1,0,0,1,8,2,1,no
412,8,429,59,15,1,0,1,0,6,3,1,no
119,497,157,58,163,0,1,0,1,8,2,1,yes
25,127,67,126,20,1,1,1,0,6,2,0,yes
7,81,16,64,58,0,0,0,0,0,0,0,no
145,58,64,3,7,0,1,1,1,10,2,1,yes
412,67,5,266,38,1,0,0,0,1,1,0,no
16,59,145,58,134,1,1,0,0,3,0,0,yes
7,64,43,81,78,0,0,1,0,0,1,0,no
79,81,142,64,13,1,0,1,1,11,3,2,yes
92,60,3,58,145,0,1,0,0,5,1,0,no
45,60,432,157,27,1,1,0,0,2,1,0,no
18,12,517,104,127,0,0,1,1,11,4,2,yes
60,67,126,12,58,1,1,1,0,10,3,0,yes
85,64,157,81,201,0,0,0,0,1,0,0,no
81,79,58,12,157,0,1,0,0,2,0,0,no
498,3,122,7,421,1,0,1,0,4,2,0,yes
6,12,67,517,19,1,0,0,0,1,0,0,no
412,58,39,421,18,0,1,1,1,10,3,1,yes
266,76,58,201,236,1,1,1,0,3,1,0,yes
6,5,12,127,145,0,0,0,0,0,0,0,no
81,14,24,26,79,0,0,0,0,0,0,0,no
40,157,58,113,112,1,1,1,0,6,2,0,yes
5,7,79,58,81,0,1,0,1,8,3,1,yes
421,3,145,8,61,1,0,1,0,1,1,0,no
145,60,142,98,58,0,0,0,0,0,0,0,no
203,50,7,79,29,1,1,1,0,10,1,0,yes
64,67,112,266,16,0,0,0,0,0,0,0,no
555,58,81,127,76,1,1,1,0,4,1,0,yes
236,240,157,114,12,0,0,1,0,0,1,0,no
58,25,266,81,121,1,1,0,0,9,0,0,yes
164,8,143,1,58,0,1,0,0,8,1,0,yes
517,67,497,64,127,1,0,1,1,5,4,1,no
111,91,74,76,126,1,1,1,0,7,2,0,yes
13,58,555,64,81,0,0,0,0,1,0,0,no
60,145,16,420,238,0,1,0,0,2,0,0,no
67,142,58,12,421,1,0,1,1,10,3,1,yes
114,145,412,421,127,0,1,1,0,6,1,0,yes
92,15,203,245,25,1,0,0,0,1,1,0,no
58,142,67,59,267,1,1,0,0,5,1,0,no
157,64,78,98,163,0,0,1,1,9,4,2,yes
427,107,81,16,61,1,1,0,0,4,1,0,yes
203,429,412,103,58,0,0,1,0,0,1,0,no
72,112,110,117,58,1,1,0,1,7,0,1,yes
3,240,254,142,67,0,0,1,0,6,4,1,no
58,16,421,245,81,0,1,0,0,5,1,0,no
26,114,119,30,101,1,0,1,1,11,3,1,yes
40,58,238,141,81,0,1,0,0,3,1,0,no
517,39,122,202,12,1,0,1,1,8,1,1,yes
25,121,429,517,58,0,0,0,0,1,2,0,no
60,6,238,9,81,1,1,1,1,10,1,1,yes
517,157,101,121,80,1,1,1,0,4,2,0,yes
30,238,81,16,58,0,0,0,0,0,0,0,no
58,60,81,3,39,0,1,0,0,5,1,0,no
92,7,236,79,76,1,0,1,1,11,4,2,yes
76,126,142,53,145,0,1,1,0,8,2,0,yes
13,236,14,421,12,1,0,0,0,2,0,0,no
81,58,80,64,25,1,1,0,0,9,2,0,yes
3,5,126,236,22,0,0,1,0,2,1,0,no
30,58,145,111,24,0,0,0,1,8,2,1,yes
3,14,5,157,127,1,1,1,0,4,1,0,no
8,201,24,126,76,0,0,0,0,1,1,0,no
7,58,81,12,60,1,1,1,1,8,3,1,yes
236,142,40,121,126,0,0,0,0,0,0,0,no
67,43,163,5,58,1,1,1,0,8,1,0,yes
64,8,59,3,145,1,0,0,0,0,0,0,no
58,163,517,236,432,0,1,1,0,8,2,0,yes
92,91,17,555,145,1,1,1,0,10,1,0,yes
517,429,427,58,3,0,0,0,0,1,1,0,no
58,79,266,64,67,0,0,1,0,2,3,0,no
236,86,555,39,78,1,1,0,1,11,0,1,yes
8,39,56,58,555,0,1,1,0,3,1,0,yes
91,5,40,15,85,1,0,0,0,0,0,0,no
67,555,58,142,64,1,1,0,0,7,0,0,yes
6,3,517,59,163,0,0,0,0,0,0,0,no
113,79,157,58,127,1,1,0,0,4,1,0,no
112,16,24,76,67,0,0,1,1,7,2,2,yes
61,99,240,64,81,1,0,0,0,0,0,0,no
8,20,37,15,238,0,1,1,0,7,2,0,yes
64,58,18,3,30,1,1,0,0,5,0,1,no
121,145,517,111,164,0,0,1,1,11,5,2,yes
127,9,121,15,517,1,0,0,0,11,3,2,yes
58,69,53,64,119,0,1,1,1,5,2,1,no
7,78,6,15,59,1,1,0,1,11,2,2,yes
91,145,3,58,76,0,0,1,0,4,1,0,no
126,145,26,61,38,0,0,0,0,0,0,0,no
58,81,111,76,142,1,1,1,0,7,1,0,yes
78,126,76,81,432,1,1,0,0,4,1,0,no
145,9,13,64,58,0,0,1,1,11,4,1,yes
78,412,236,39,60,0,1,0,1,4,0,1,no
81,25,58,2,157,1,0,1,0,8,3,0,yes
58,60,61,37,236,1,1,0,0,3,1,0,yes
9,517,15,64,24,0,0,1,0,1,1,0,no
236,104,40,24,42,0,0,1,0,4,1,0,yes
59,15,412,7,58,1,1,0,0,2,0,0,no
81,62,50,164,412,1,0,0,0,0,0,0,no
15,43,5,69,517,0,1,1,0,8,1,0,yes
69,421,92,16,15,1,1,0,0,5,2,0,yes
61,64,43,81,6,0,0,1,0,0,1,0,no
61,85,74,64,15,0,0,1,0,1,3,0,no
412,58,121,164,81,1,1,0,1,11,0,1,yes
15,58,60,238,412,0,1,1,0,7,1,0,yes
12,142,104,112,119,1,0,0,0,0,0,0,no
60,126,12,58,145,0,1,0,1,9,2,1,yes
127,555,22,28,266,1,0,1,0,3,1,0,no
58,37,51,121,157,0,1,0,0,10,1,1,yes
8,126,67,267,421,1,0,1,1,7,2,1,no
517,67,126,28,12,1,1,0,1,9,0,1,yes
37,58,127,429,121,0,0,1,0,1,1,0,no
89,157,150,79,81,0,0,0,0,0,0,0,no
58,69,145,40,64,1,1,1,0,6,1,0,yes
92,76,53,145,39,1,0,0,0,2,1,0,no
121,112,58,81,9,0,1,1,1,7,1,1,yes
236,60,432,41,126,0,0,0,0,0,0,0,no
45,81,58,134,64,1,1,1,0,9,1,0,yes
60,114,58,15,25,0,1,0,1,10,1,1,yes
517,78,59,412,429,1,0,1,0,1,2,0,no
412,67,112,64,142,0,0,1,1,8,2,1,yes
81,127,58,12,141,1,1,0,0,3,0,0,no
81,61,12,27,64,0,0,1,1,4,3,1,yes
412,429,58,121,43,1,1,0,0,2,0,0,no
54,222,12,59,134,0,0,0,1,5,1,1,no
141,236,58,61,412,1,1,1,0,9,2,0,yes
58,145,99,7,77,1,0,0,0,8,1,1,yes
142,30,3,81,14,0,1,1,1,8,3,1,no
67,83,432,7,77,1,1,1,1,11,3,1,yes
79,103,98,15,92,0,0,0,0,2,0,0,no
79,40,58,7,67,0,1,0,0,7,0,0,no
142,89,76,56,15,1,0,1,1,9,4,1,yes
33,107,91,236,40,1,1,1,0,2,1,0,yes
126,28,145,58,25,0,0,0,0,0,0,0,no
58,126,89,28,15,1,1,0,1,6,2,1,yes
98,37,7,145,76,0,0,1,0,0,1,0,no
64,157,37,83,15,0,0,1,1,3,2,1,yes
58,43,5,145,92,1,1,0,0,3,0,0,no
240,8,18,90,57,0,1,0,0,11,1,0,yes
45,266,64,81,89,1,0,1,0,0,1,0,no
13,53,163,18,58,1,0,1,1,9,3,1,yes
5,517,15,245,16,0,1,0,0,2,1,0,no
53,517,84,236,203,0,0,0,0,2,0,0,no
64,157,16,58,81,1,1,1,1,9,2,1,yes
134,53,429,64,26,0,0,0,0,1,1,0,no
164,112,12,58,145,1,1,1,1,11,2,1,yes
8,145,91,9,5,1,0,1,1,7,2,1,yes
81,245,99,58,79,0,1,0,0,3,1,0,no
157,42,76,3,122,1,0,0,1,3,0,1,no
105,58,119,12,78,0,1,1,0,8,2,0,yes
81,101,126,59,7,1,0,1,0,4,2,0,no
38,64,51,58,25,0,1,0,0,9,1,0,yes
145,83,163,64,157,0,1,1,0,10,2,0,yes
7,67,58,141,201,1,0,0,0,0,0,0,no
5,112,412,15,58,0,0,0,0,1,0,0,no
67,44,59,517,420,1,1,1,1,4,2,1,yes
58,16,236,7,154,0,1,0,0,8,1,0,yes
64,157,85,145,161,1,0,1,1,4,2,1,no
101,145,58,79,3,0,1,0,1,5,2,1,yes
64,85,42,555,69,1,0,1,0,3,1,0,no
40,58,142,81,30,0,1,1,0,9,1,0,yes
79,69,24,157,28,1,0,0,0,0,0,0,no
58,59,30,15,99,1,1,0,0,3,0,0,no
64,39,236,43,55,0,0,1,1,10,3,1,yes
127,236,58,56,412,1,1,1,1,10,3,1,yes
122,7,143,202,64,0,0,0,0,0,0,0,no
91,104,112,25,51,0,0,0,0,3,1,0,no
7,58,81,203,555,1,1,1,1,11,2,1,yes
106,497,13,5,81,0,0,1,0,5,1,2,no
236,104,268,58,63,1,1,0,1,11,5,2,yes
64,268,92,497,81,1,1,1,0,4,1,0,yes
67,203,29,12,58,0,0,0,0,1,0,0,no
64,497,17,81,268,0,0,1,0,1,1,0,no
58,76,25,91,69,1,1,0,1,11,3,1,yes
126,157,5,81,25,1,1,0,0,8,0,0,yes
13,121,10,51,43,0,0,0,0,0,0,0,no
99,164,3,29,39,1,0,0,0,2,1,0,no
58,53,67,68,30,0,1,1,1,7,2,1,yes
58,9,127,30,145,1,1,1,1,9,3,1,yes
43,202,41,13,104,0,0,0,0,0,0,0,no
64,145,92,112,555,1,0,1,1,9,2,1,yes
67,126,12,157,76,0,1,0,0,1,1,0,no
90,83,145,76,53,1,1,1,1,7,3,1,yes
67,412,121,69,58,0,0,0,0,1,0,0,no
141,38,37,67,83,1,0,1,0,0,1,0,no
412,58,51,28,90,0,1,0,1,9,1,1,yes
26,267,81,266,14,0,0,0,0,0,0,0,no
236,104,497,58,7,1,1,1,1,8,1,1,yes
13,516,412,429,59,1,1,1,0,3,3,0,no
518,58,15,32,142,0,0,0,1,10,1,1,yes
42,412,92,517,81,0,1,1,0,4,2,0,no
126,16,58,39,51,1,0,0,1,6,2,1,yes
64,142,58,145,497,1,1,0,0,3,0,0,no
15,127,6,85,412,0,0,1,1,11,3,1,yes
236,6,266,201,79,1,1,1,0,10,1,0,yes
111,7,154,81,92,0,0,0,0,0,0,0,no
518,81,58,121,412,0,1,1,0,9,2,0,yes
64,236,223,24,517,1,0,0,1,3,1,1,no
517,58,555,245,81,1,1,0,0,2,0,0,no
84,64,55,78,236,0,0,1,0,10,3,0,yes
53,245,78,58,67,0,1,1,0,6,2,0,yes
412,15,157,79,114,1,0,0,0,2,0,0,no
18,555,134,14,64,0,0,0,0,0,0,0,no
53,58,81,142,60,1,0,0,0,0,0,0,yes
13,76,98,67,89,0,0,0,0,2,0,0,no
2,7,45,58,15,1,1,1,1,9,3,1,yes
113,222,412,58,91,0,0,0,0,1,0,0,no
13,67,89,64,98,1,1,1,0,8,1,0,yes
13,98,111,81,76,0,0,0,0,0,0,0,yes
5,31,58,145,134,1,0,0,0,0,0,0,no
53,67,58,157,76,1,1,0,1,10,2,2,yes
7,26,107,15,24,0,0,1,0,2,2,0,no
15,58,203,16,4,0,1,1,0,7,2,0,yes
164,127,222,126,12,1,0,0,0,0,0,0,no
122,203,134,81,223,0,0,0,0,1,0,0,no
43,105,58,67,164,1,1,1,1,9,2,1,yes
81,412,64,24,127,1,1,1,0,3,3,0,no
222,28,134,58,40,0,0,0,0,10,2,0,yes
51,412,103,33,41,1,0,1,0,6,1,0,yes
145,555,7,113,58,0,1,0,0,2,0,0,no
114,81,1,53,113,1,0,0,0,3,2,0,no
58,39,51,412,427,0,1,1,1,11,2,2,yes
236,64,517,420,3,1,1,0,0,8,3,1,yes
145,117,127,104,58,0,0,1,1,7,2,2,no
20,12,13,81,107,1,1,0,1,9,2,1,yes
64,78,15,39,517,0,0,1,0,3,1,0,no
142,6,12,60,81,0,0,0,0,0,0,0,no
58,3,20,67,555,1,1,1,0,6,3,0,yes
45,67,518,5,69,1,0,1,0,2,1,0,no
81,497,64,142,58,0,1,0,1,11,3,2,yes
14,142,64,81,497,1,0,1,0,4,2,0,no
25,105,58,110,5,0,1,0,1,10,2,1,yes
412,64,119,80,90,0,0,1,0,7,2,0,yes
81,555,60,58,61,1,1,0,1,7,3,2,no
119,80,90,37,76,1,1,1,0,8,2,0,yes
201,38,58,145,64,0,0,0,0,2,0,0,no
238,81,3,58,68,0,0,0,0,0,0,0,no
112,18,223,127,64,1,1,1,1,10,2,1,yes
58,104,98,112,517,1,0,0,0,1,0,0,no
30,14,145,43,42,0,1,1,1,9,3,1,yes
91,58,81,412,203,1,1,1,0,5,1,0,yes
142,67,28,12,8,0,0,0,0,0,0,0,no
58,64,119,412,79,1,1,1,0,7,1,0,yes
16,81,104,105,43,0,0,0,0,0,0,0,no
25,203,4,67,107,0,0,0,0,1,0,0,no
105,202,99,58,64,1,1,1,0,6,1,0,yes
59,40,90,15,30,1,0,1,1,9,3,2,yes
117,81,58,64,45,0,1,0,0,4,1,0,no
90,75,81,16,266,0,0,0,0,2,0,0,no
86,163,15,56,117,1,1,1,0,9,3,0,yes
61,76,58,202,106,1,1,0,1,10,3,2,yes
81,555,64,91,54,0,0,1,0,0,1,0,no
16,121,13,56,15,0,0,0,0,2,0,0,no
38,104,81,99,58,1,1,1,1,7,2,1,yes
14,7,236,16,64,1,0,1,1,3,2,1,yes
163,51,76,58,44,0,1,0,0,6,2,0,no
134,77,75,110,111,1,0,1,0,0,1,0,no
53,76,58,61,236,0,1,0,0,5,1,0,yes
145,40,134,517,78,1,0,0,1,4,1,1,yes
555,103,236,245,58,0,1,1,0,3,3,0,no
64,555,145,38,114,0,0,1,0,1,2,0,no
517,41,43,236,103,1,1,0,1,9,1,1,yes
113,111,517,236,246,0,0,0,0,0,0,0,no
7,2,157,432,39,1,1,1,0,9,2,0,yes
8,266,163,236,43,0,0,0,0,1,0,0,no
222,64,201,126,103,1,1,1,1,6,3,1,yes
8,103,145,111,2,1,1,1,1,3,3,1,yes
76,517,498,126,9,0,0,0,0,1,0,0,no
103,517,41,555,498,1,1,0,0,2,1,0,no
497,8,91,15,44,0,0,1,1,6,2,1,yes
79,246,145,111,8,0,1,1,0,11,2,0,yes
42,497,498,141,266,1,0,0,0,2,0,0,no
41,145,79,80,421,1,1,1,1,11,4,2,yes
103,56,498,164,432,0,0,0,0,4,0,0,no
498,497,80,20,164,1,1,1,0,9,3,0,yes
86,222,203,84,79,0,0,0,0,0,0,0,no
103,157,223,222,154,1,0,0,0,4,1,0,yes
106,110,164,133,4,0,1,1,0,1,1,0,no
412,145,24,104,266,0,0,0,0,6,1,1,no
106,18,164,76,103,1,1,1,1,8,4,1,yes
432,81,142,104,43,1,1,0,1,9,1,1,no
350,126,236,103,79,0,0,1,0,8,3,1,yes
163,103,107,119,106,0,1,0,0,3,0,0,no
223,81,91,114,30,1,0,1,1,7,3,1,yes
517,518,432,64,81,1,1,1,0,1,1,0,no
30,266,91,412,222,0,0,0,0,10,2,0,yes
103,497,30,81,164,0,0,1,1,7,3,1,yes
517,126,412,202,266,1,1,0,0,4,0,0,no
39,81,99,517,103,1,1,0,1,8,2,1,yes
43,497,498,2,24,0,0,1,0,2,1,0,no
79,246,30,145,41,1,1,0,0,5,2,0,yes
24,76,103,223,81,0,0,1,0,1,1,0,no
25,22,59,103,98,1,1,0,1,4,2,1,yes
266,15,142,2,111,0,0,1,0,3,1,0,no
4,104,133,50,555,0,1,1,0,9,2,0,yes
110,201,421,103,43,1,0,0,1,2,1,1,no
236,99,163,164,266,0,1,0,0,7,1,0,yes
81,103,43,59,240,1,0,1,0,0,1,0,no
517,64,157,106,163,0,1,0,0,4,0,0,no
555,50,240,30,164,1,0,1,1,9,3,1,yes
99,122,145,266,103,0,0,0,1,8,1,1,yes
126,85,517,15,43,1,1,1,0,4,2,0,no
69,59,76,16,105,0,0,1,0,2,3,0,no
91,164,98,81,163,1,1,0,1,8,1,1,yes
145,103,517,111,266,1,0,0,0,0,0,0,no
81,99,41,30,42,0,1,1,0,3,2,0,yes
15,82,68,64,9,1,1,0,0,7,1,0,no
92,350,103,18,59,0,0,1,1,7,2,1,yes
266,82,81,238,517,0,0,0,0,0,0,0,no
103,145,99,58,5,1,1,1,0,7,1,0,yes
30,163,157,12,145,0,0,1,0,7,3,0,yes
76,58,15,99,266,1,1,0,0,1,0,0,no
